/american_football/football_team	0
/amusement_parks/ride_theme	1
/architecture/architect	2
/architecture/architectural_structure_owner	3
/architecture/architectural_style	4
/architecture/architecture_firm_partners	5
/architecture/building	6
/architecture/building_complex	7
/architecture/building_function	8
/architecture/building_occupant	9
/architecture/venue	10
/astronomy/astronomical_discovery	11
/astronomy/celestial_object	12
/astronomy/orbital_relationship	13
/automotive/exterior_color	14
/award/award	15
/award/award_category	16
/award/award_ceremony	17
/award/award_discipline	18
/award/award_nominated_work	19
/award/award_nominee	20
/award/award_presenting_organization	21
/award/award_winner	22
/award/award_winning_work	23
/award/competition_type	24
/award/competitor	25
/award/hall_of_fame_discipline	26
/award/hall_of_fame_inductee	27
/award/ranked_item	28
/award/recurring_competition	29
/base/aareas/schema/administrative_area	30
/base/aareas/schema/de/city	31
/base/aareas/schema/de/district	32
/base/aareas/schema/de/urban_district	33
/base/aareas/schema/earth/citytown	34
/base/aareas/schema/earth/sovereign_state	35
/base/aareas/schema/england/administrative_county	36
/base/aareas/schema/england/non_metropolitan_county	37
/base/aareas/schema/england/non_metropolitan_district	38
/base/aareas/schema/england/unitary_authority	39
/base/aareas/schema/england/unitary_authority_plain	40
/base/aareas/schema/greater_london/borough	41
/base/aareas/schema/in/state	42
/base/aareas/schema/nl/municipality	43
/base/aareas/schema/nl_dominion/constituent_country	44
/base/aareas/schema/nz/city	45
/base/aareas/schema/nz/territorial_authority	46
/base/aareas/schema/us/county	47
/base/aareas/schema/us/state	48
/base/abcbirds/partnership	49
/base/academia/topic	50
/base/academyawards/host_of_oscar_show	51
/base/academyawards/topic	52
/base/academyofcountrymusicawards/topic	53
/base/activism/activism_issue	54
/base/activism/activist	55
/base/activism/topic	56
/base/aditya/topic	57
/base/advertisingcharacters/character_portrayer	58
/base/advertisingcharacters/product	59
/base/airtrafficmanagement/topic	60
/base/allthingsnewyork/topic	61
/base/americancomedy/comedian	62
/base/americancomedy/comedy_genre	63
/base/americancomedy/comedy_group_member	64
/base/americancomedy/double_act_comic	65
/base/americancomedy/double_act_straight_man	66
/base/americancomedy/impersonated_celebrity	67
/base/americancomedy/movie	68
/base/americancomedy/simpsons_writer	69
/base/americancomedy/topic	70
/base/americancomedy/tv_show	71
/base/americancomedy/vaudeville_performer	72
